Area,City,NPS,NPS Label,Ambience And Atmosphere,Curriculum and Activities,Visit Booking Process,Environment And Facilities,Information and Experience,Questions,Nutritious Meals,Value For Money,Survey Response Date [GMT],Responded Week Starting on [GMT],Survey Sent Date [GMT],Start Date,NPS Feedback Categories,Improvement Feedback Categories,Response Month (YYYY-MM),Response Year (YYYY),Response Quarter (YYYY-Q#),Workflow Status,Last Modified Date,Division
13,Calliope,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,03/11/2021 0:00,01/11/2021 0:00,03/11/2021 0:00,01/11/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,17/11/2021 8:27,Green
6,Kununurra,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,02/11/2021 0:00,01/11/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition""",,2021-11,2021,2021-Q4,Closed,03/11/2021 9:25,Red
14,Longreach,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,01/11/2021 0:00,01/11/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Pending,10/11/2021 21:05,Green
5,Irymple,7,Neutral,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,20/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,02/11/2021 11:33,Red
9,Lakes Entrance,3,Detractor,2. Disagree,2. Disagree,3. Neither Agree nor Disagree,2. Disagree,4. Agree,4. Agree,2. Disagree,3. Neither Agree nor Disagree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities"",""Head Office Interactions""","""Curriculum & Programs""",2021-11,2021,2021-Q4,Closed,05/11/2021 19:55,Blue
12,Woodend,6,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,14/10/2021 0:00,"""Communication"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,Closed,17/11/2021 8:52,Blue
2,Wodonga,8,Neutral,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,14/10/2021 0:00,"""Campus Directors & Educators""",,2021-11,2021,2021-Q4,Closed,02/11/2021 9:24,Red
10,Roebourne,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-11,2021,2021-Q4,Pending,10/11/2021 20:58,Blue
14,Clifton Springs,8,Neutral,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,08/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Environment & Facilities""",2021-11,2021,2021-Q4,Closed,16/12/2021 14:51,Blue
21,Wollongong,7,Neutral,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,19/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-11,2021,2021-Q4,None,,Orange
13,Ipswich,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,12/10/2021 0:00,"""Communication"",""Head Office Interactions""",,2021-11,2021,2021-Q4,Closed,26/11/2021 16:09,Green
13,Port Denison,3,Detractor,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,1. Strongly Disagree,01/11/2021 0:00,01/11/2021 0:00,22/10/2021 0:00,11/10/2021 0:00,"""Curriculum & Programs"",""Fees""",,2021-11,2021,2021-Q4,Closed,24/11/2021 16:27,Green
16,Ouyen,0,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,31/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Fees""","""Fees""",2021-10,2021,2021-Q4,Closed,01/11/2021 11:00,Green
2,Mount Evelyn,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,4. Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,02/11/2021 9:30,Purple
16,Ouyen,10,Promoter,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,01/11/2021 11:01,Green
21,Emerald,3,Detractor,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,2. Disagree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,2. Disagree,2. Disagree,4. Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition"",""Head Office Interactions""",,2021-10,2021,2021-Q4,Closed,19/04/2022 15:28,Orange
11,Nelson Bay,9,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,26/11/2021 16:50,Blue
2,Mount Evelyn,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,02/11/2021 9:32,Red
20,Mount Barker,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,None,,Purple
23,Kyneton,7,Neutral,4. Agree,4. Agree,5. Strongly Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities""",,2021-10,2021,2021-Q4,None,,Green
21,Wollongong,10,Promoter,,,,,,,,,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Pending,10/11/2021 21:06,Green
9,Darwin,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,30/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Head Office Interactions""",,2021-10,2021,2021-Q4,Closed,05/11/2021 14:39,Blue
20,Streaky Bay,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,28/10/2021 0:00,25/10/2021 0:00,13/10/2021 0:00,08/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,29/10/2021 11:48,Purple
21,Esperance,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,28/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Cleanliness & Hygiene"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,12/11/2021 12:35,Orange
16,Mooroopna,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,28/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,22/11/2021 10:04,Green
11,Peterborough,10,Promoter,,,,,,,,,28/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Cleanliness & Hygiene""",,2021-10,2021,2021-Q4,Pending,10/11/2021 21:07,Blue
20,Swan Hill,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,28/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,20/10/2021 0:00,"""Accounts & Billing Interactions"",""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Head Office Interactions""",,2021-10,2021,2021-Q4,Closed,29/10/2021 11:46,Purple
8,Burnie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,20/10/2021 0:00,"""Campus Directors & Educators""","""Cleanliness & Hygiene""",2021-10,2021,2021-Q4,Closed,28/10/2021 12:39,Blue
7,Collie,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,01/11/2021 9:27,Blue
9,Wilcannia,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,None,,Blue
8,Quakers Hill,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,29/10/2021 6:26,Blue
11,Mount Barker,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,17/11/2021 8:27,Purple
9,Armidale,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,29/10/2021 11:06,Purple
19,Norseman,9,Promoter,5. Strongly Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,28/10/2021 20:27,Grey
19,New Norfolk,7,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,3. Neither Agree nor Disagree,4. Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Campus Directors & Educators""","""Environment & Facilities""",2021-10,2021,2021-Q4,Closed,08/05/2022 20:58,Grey
10,East Ballina,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,25/11/2021 11:32,Blue
18,Winton,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,17/11/2021 8:29,Green
3,Kingston,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Campus Directors & Educators"",""Communication"",""Enrolment Process""",,2021-10,2021,2021-Q4,Closed,09/11/2021 9:30,Red
19,Pottsville,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,08/05/2022 20:58,Grey
6,Wyndham,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,22/11/2021 14:07,Red
24,Richmond,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,28/01/2022 12:08,Blue
14,Longreach,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,29/10/2021 9:13,Green
5,Ballina,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,22/10/2021 0:00,"""Communication"",""Curriculum & Programs"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,29/10/2021 8:30,Red
8,Albury,8,Neutral,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,21/10/2021 0:00,"""Fees""",,2021-10,2021,2021-Q4,None,,Blue
16,Inverloch,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""App & Child Updates"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,22/11/2021 14:08,Green
9,Wilcannia,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,27/10/2021 0:00,25/10/2021 0:00,"""Communication""",,2021-10,2021,2021-Q4,Closed,15/12/2021 13:41,Blue
13,Rye,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,27/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,15/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""","""Curriculum & Programs"",""Enrolment Process""",2021-10,2021,2021-Q4,Closed,29/10/2021 13:47,Green
7,Castlemaine,10,Promoter,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,3. Neither Agree nor Disagree,5. Strongly Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,19/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,06/12/2021 19:05,Blue
4,Sanctuary Point,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,28/10/2021 9:54,Red
17,Yass,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,26/10/2021 0:00,25/10/2021 0:00,06/10/2021 0:00,28/09/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,28/11/2021 13:49,Green
2,Mount Evelyn,8,Neutral,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,4. Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,13/10/2021 0:00,"""Campus Directors & Educators"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,28/10/2021 11:07,Red
1,Byron Bay,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,11/11/2021 15:15,Yellow
2,Mount Gambier,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,20/10/2021 0:00,"""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Curriculum & Programs""",,2021-10,2021,2021-Q4,Closed,26/10/2021 14:07,Red
4,Narrogin,10,Promoter,5. Strongly Agree,4. Agree,4. Agree,4. Agree,4. Agree,5. Strongly Agree,4. Agree,3. Neither Agree nor Disagree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,11/10/2021 0:00,"""Campus Directors & Educators""",,2021-10,2021,2021-Q4,Closed,17/11/2021 8:25,Blue
10,Charleville,7,Neutral,3. Neither Agree nor Disagree,4. Agree,5. Strongly Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,4. Agree,3. Neither Agree nor Disagree,3. Neither Agree nor Disagree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,14/10/2021 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Cleanliness & Hygiene"",""Communication"",""Environment & Facilities"",""Room Transitions""",,2021-10,2021,2021-Q4,Closed,02/12/2021 9:45,Blue
14,Kingston South East,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,26/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,20/10/2021 0:00,"""Campus Directors & Educators"",""Curriculum & Programs"",""Threat of Leaving""",,2021-10,2021,2021-Q4,Pending,10/11/2021 21:04,Purple
8,Burnie,9,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,4. Agree,25/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""App & Child Updates"",""Campus Directors & Educators"",""Communication"",""Curriculum & Programs"",""Fees"",""Head Office Interactions""","""Campus Directors & Educators"",""Communication"",""Fees"",""Head Office Interactions""",2021-10,2021,2021-Q4,Closed,27/10/2021 5:38,Purple
24,Redlynch,7,Neutral,,,5. Strongly Agree,2. Disagree,,,,,25/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,18/10/2021 0:00,"""Curriculum & Programs"",""Environment & Facilities"",""Food & Nutrition"",""Head Office Interactions""",,2021-10,2021,2021-Q4,Closed,14/12/2021 9:57,Purple
1,Bendigo,9,Promoter,5. Strongly Agree,4. Agree,1. Strongly Disagree,4. Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,2. Disagree,25/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,15/10/2021 0:00,"""Campus Directors & Educators""","""Fees""",2021-10,2021,2021-Q4,Closed,02/11/2021 20:51,Yellow
5,Irymple,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,25/10/2021 0:00,25/10/2021 0:00,08/10/2021 0:00,01/10/2021 0:00,"""Cleanliness & Hygiene"",""Curriculum & Programs"",""Environment & Facilities""",,2021-10,2021,2021-Q4,Closed,02/11/2021 11:28,Red
17,Sunbury,10,Promoter,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,25/10/2021 0:00,25/10/2021 0:00,08/10/2021 0:00,01/10/2021 0:00,"""Campus Directors & Educators""","""Food & Nutrition""",2021-10,2021,2021-Q4,Closed,13/11/2021 13:45,Green
8,Burnie,7,Neutral,5. Strongly Agree,5. Strongly Agree,4. Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,5. Strongly Agree,4. Agree,25/10/2021 0:00,25/10/2021 0:00,22/10/2021 0:00,14/10/2021 0:00,"""Communication"",""Curriculum & Programs"",""Head Office Interactions""",,2021-10,2021,2021-Q4,Closed,05/11/2021 10:34,Blue
